"","X","FY","Division","Code","Month","MonthNumber","MonthSortKey","FND_CAT","Pillar","Numerator_Hours","Denominator_Hours","Rate"
"3280",3280,2019,290,"292","Apr","07--Apr",7,"MISSION","OVERHEAD",0,498,0
"2902",2902,2019,280,"282","Jun","09--Jun",9,"MISSION","FTS",7,1159,0.006039689
"3194",3194,2019,280,"287","May","08--May",8,"MISSION","FTS",60.5,730.5,0.082819986
"337",337,2018,220,"224","May","08--May",8,"MISSION","CMO",160,1165,0.137339056
"1880",1880,2019,210,"212","Jun","09--Jun",9,"MISSION","OVERHEAD",10,1043.5,0.009583134
"4110",4110,2020,250,"253","Apr","07--Apr",7,"MISSION","OVERHEAD",28,1601,0.017489069
"3767",3767,2020,220,"223","Jun","09--Jun",9,"MISSION","OVERHEAD",0,680,0
"1687",1687,2018,290,"295","Oct","01--Oct",1,"MISSION","FTS",167.5,655,0.255725191
"4710",4710,2020,280,"284","Sep","12--Sep",12,"MISSION","CMO",0,87.5,0
"1325",1325,2018,280,"285","Oct","01--Oct",1,"MISSION","TSRA",8,205.5,0.03892944
"1453",1453,2018,290,"291","Dec","03--Dec",3,"MISSION","FTS",12,965.5,0.012428793
"5137",5137,2020,290,"296","Sep","12--Sep",12,"MISSION","OVERHEAD",8.5,218,0.038990826
"3104",3104,2019,280,"286","Apr","07--Apr",7,"MISSION","OVERHEAD",0,258,0
"660",660,2018,250,"253","Aug","11--Aug",11,"MISSION","CMO",0,654.5,0
"3967",3967,2020,240,"243","Nov","02--Nov",2,"MISSION","TSRA",8,337,0.023738872
"2358",2358,2019,250,"252","Oct","01--Oct",1,"MISSION","OVERHEAD",10,68,0.147058824
"4686",4686,2020,280,"284","Jan","04--Jan",4,"REIMB","REIMB",0,3,0
"278",278,2018,220,"223","Apr","07--Apr",7,"MISSION","OVERHEAD",0,51,0
"1950",1950,2019,220,"221","Oct","01--Oct",1,"MISSION","OVERHEAD",15,299,0.050167224
"2138",2138,2019,240,"242","Jan","04--Jan",4,"MISSION","FTS",96,64,1.5
"2868",2868,2019,280,"281","Oct","01--Oct",1,"MISSION","TSRA",0,441,0
"3035",3035,2019,280,"284","Nov","02--Nov",2,"MISSION","FTS",0,308.5,0
"4793",4793,2020,280,"286","May","08--May",8,"MISSION","TSRA",4,40,0.1
"1286",1286,2018,280,"285","Aug","11--Aug",11,"MISSION","TSRA",0,547,0
"2616",2616,2019,260,"262","Apr","07--Apr",7,"REIMB","",0,108.5,0
"2294",2294,2019,250,"251","Nov","02--Nov",2,"REIMB","",18,75,0.24
"1459",1459,2018,290,"291","Feb","05--Feb",5,"MISSION","OVERHEAD",0,58,0
"4379",4379,2020,260,"262","May","08--May",8,"REIMB","REIMB",0,5,0
"2226",2226,2019,240,"243","Sep","12--Sep",12,"MISSION","FTS",0,848,0
"2136",2136,2019,240,"242","Feb","05--Feb",5,"REIMB","",0,360,0
"4583",4583,2020,280,"282","Dec","03--Dec",3,"MISSION","FTS",58.5,1445.5,0.040470425
"2995",2995,2019,280,"284","Aug","11--Aug",11,"MISSION","FTS",6,374,0.016042781
"3344",3344,2019,290,"293","Aug","11--Aug",11,"MISSION","OVERHEAD",0,156,0
"4282",4282,2020,260,"261","Aug","11--Aug",11,"MISSION","FTS",32,1245.5,0.025692493
"4857",4857,2020,290,"290","Jul","10--Jul",10,"MISSION","OVERHEAD",9,166,0.054216867
"4182",4182,2020,250,"254","Feb","05--Feb",5,"MISSION","OVERHEAD",23.5,141,0.166666667
"2097",2097,2019,240,"241","Jun","09--Jun",9,"MISSION","FTS",0,158,0
"2598",2598,2019,260,"261","Nov","02--Nov",2,"REIMB","",16,32,0.5
"3825",3825,2020,240,"241","Apr","07--Apr",7,"MISSION","FTS",0,18,0
"1682",1682,2018,290,"295","Nov","02--Nov",2,"MISSION","FTS",106,506,0.209486166
"755",755,2018,250,"255","Apr","07--Apr",7,"MISSION","",5,91,0.054945055
"4515",4515,2020,260,"264","Oct","01--Oct",1,"REIMB","REIMB",0,8,0
"193",193,2018,220,"220","May","08--May",8,"MISSION","OVERHEAD",48,128,0.375
"4018",4018,2020,250,"251","Jun","09--Jun",9,"MISSION","CMO",9,115.5,0.077922078
"1625",1625,2018,290,"294","Nov","02--Nov",2,"MISSION","",0,0,0
"4421",4421,2020,260,"263","Jul","10--Jul",10,"MISSION","FTS",30,361,0.083102493
"5005",5005,2020,290,"294","Aug","11--Aug",11,"MISSION","TSRA",0,92,0
"990",990,2018,260,"263","Oct","01--Oct",1,"REIMB","REIMB",74,250,0.296
"3186",3186,2019,280,"287","Jun","09--Jun",9,"MISSION","FTS",0,682,0
"2556",2556,2019,260,"261","Dec","03--Dec",3,"MISSION","TSRA",32,131.5,0.243346008
"3003",3003,2019,280,"284","Dec","03--Dec",3,"MISSION","UNIQ",0,96,0
"1498",1498,2018,290,"292","Apr","07--Apr",7,"MISSION","OVERHEAD",2,376,0.005319149
"2680",2680,2019,260,"263","Aug","11--Aug",11,"MISSION","OVERHEAD",21,305,0.068852459
"3097",3097,2019,280,"285","Oct","01--Oct",1,"MISSION","UNIQ",4.5,312,0.014423077
"2614",2614,2019,260,"262","Apr","07--Apr",7,"MISSION","TSRA",53,236,0.224576271
"4577",4577,2020,280,"282","Apr","07--Apr",7,"MISSION","FTS",16,1830,0.008743169
"3268",3268,2019,290,"291","Nov","02--Nov",2,"MISSION","UNIQ",0,61,0
"4663",4663,2020,280,"283","Sep","12--Sep",12,"REIMB","REIMB",0,16,0
"2783",2783,2019,260,"264","Mar","06--Mar",6,"MISSION","CMO",230,856.5,0.268534734
"59",59,2018,200,"205B","Aug","11--Aug",11,"MISSION","OVERHEAD",21.1,136,0.155147059
"3844",3844,2020,240,"241","Jan","04--Jan",4,"MISSION","CMO",21.5,70,0.307142857
"1050",1050,2018,260,"264","Oct","01--Oct",1,"MISSION","OVERHEAD",0,176.5,0
"3936",3936,2020,240,"243","Dec","03--Dec",3,"MISSION","FTS",20,1057,0.018921476
"3969",3969,2020,240,"243","Oct","01--Oct",1,"MISSION","FTS",0,1231,0
"1273",1273,2018,280,"284","Oct","01--Oct",1,"REIMB","REIMB",136.5,181.5,0.752066116
"3041",3041,2019,280,"284","Oct","01--Oct",1,"MISSION","OVERHEAD",10,586.5,0.017050298
"5042",5042,2020,290,"294","Sep","12--Sep",12,"MISSION","OVERHEAD",0,342,0
"1086",1086,2018,280,"281","Jul","10--Jul",10,"MISSION","OVERHEAD",0,195.5,0
"1297",1297,2018,280,"285","Jan","04--Jan",4,"MISSION","OVERHEAD",3,215,0.013953488
"3058",3058,2019,280,"285","Aug","11--Aug",11,"REIMB","",8,60,0.133333333
"2523",2523,2019,250,"255","Oct","01--Oct",1,"MISSION","OVERHEAD",24,211,0.113744076
"1152",1152,2018,280,"282","Nov","02--Nov",2,"MISSION","TSRA",0,466,0
"1380",1380,2018,280,"287","Apr","07--Apr",7,"MISSION","CMO",7,116,0.060344828
"3609",3609,2020,210,"211","Jun","09--Jun",9,"MISSION","FTS",0,176,0
"869",869,2018,260,"261","Oct","01--Oct",1,"MISSION","OVERHEAD",11,212,0.051886792
"3171",3171,2019,280,"287","Feb","05--Feb",5,"MISSION","CMO",0,70,0
"2987",2987,2019,280,"283","Sep","12--Sep",12,"MISSION","TSRA",29.5,254.5,0.115913556
"3679",3679,2020,220,"221","Aug","11--Aug",11,"MISSION","CMO",108,2820,0.038297872
"2073",2073,2019,240,"241","Apr","07--Apr",7,"MISSION","FTS",0,146,0
"2874",2874,2019,280,"281","Sep","12--Sep",12,"REIMB","",928,389,2.385604113
"1570",1570,2018,290,"293","Jul","10--Jul",10,"MISSION","FTS",45,640.5,0.070257611
"3267",3267,2019,290,"291","Nov","02--Nov",2,"MISSION","TSRA",0,240,0
"2170",2170,2019,240,"243","Apr","07--Apr",7,"MISSION","OVERHEAD",0,264,0
"3981",3981,2020,250,"250","Jun","09--Jun",9,"MISSION","OVERHEAD",30,168,0.178571429
"3554",3554,2020,200,"205B","Dec","03--Dec",3,"MISSION","OVERHEAD",39,72,0.541666667
"4500",4500,2020,260,"264","May","08--May",8,"MISSION","FTS",149.5,1073.5,0.139264089
"1936",1936,2019,220,"221","Jul","10--Jul",10,"REIMB","",91.5,387,0.236434109
"3145",3145,2019,280,"286","Nov","02--Nov",2,"MISSION","TSRA",0,145,0
"5087",5087,2020,290,"295","Nov","02--Nov",2,"MISSION","OVERHEAD",3.5,268,0.013059701
"1475",1475,2018,290,"291","Jun","09--Jun",9,"MISSION","TSRA",0,294,0
"4840",4840,2020,280,"287","May","08--May",8,"MISSION","TSRA",0,52,0
"2483",2483,2019,250,"255","Aug","11--Aug",11,"MISSION","FTS",109,766,0.14229765
"3869",3869,2020,240,"241","Nov","02--Nov",2,"MISSION","FTS",0,71,0
"4926",4926,2020,290,"292","Jan","04--Jan",4,"REIMB","REIMB",8,73,0.109589041
"2436",2436,2019,250,"254","Aug","11--Aug",11,"MISSION","OVERHEAD",16.5,241,0.06846473
"2797",2797,2019,260,"264","Nov","02--Nov",2,"MISSION","OVERHEAD",0,209,0
"162",162,2018,210,"212","Nov","02--Nov",2,"MISSION","OVERHEAD",0,1,0
"1452",1452,2018,290,"291","Dec","03--Dec",3,"MISSION","CMO",0,57,0
"4207",4207,2020,250,"254","Nov","02--Nov",2,"MISSION","TSRA",138,381,0.362204724
"3923",3923,2020,240,"242","Oct","01--Oct",1,"MISSION","OVERHEAD",0,192,0
"3682",3682,2020,220,"221","Dec","03--Dec",3,"MISSION","",0,10,0
"2284",2284,2019,250,"251","Mar","06--Mar",6,"REIMB","",76.5,68,1.125
"3453",3453,2019,290,"295","Jun","09--Jun",9,"MISSION","CMO",25,36,0.694444444
"3543",3543,2020,200,"205A","Feb","05--Feb",5,"MISSION","OVERHEAD",10.5,1409,0.007452094
"2115",2115,2019,240,"241","Sep","12--Sep",12,"MISSION","CMO",0,64,0
"4292",4292,2020,260,"261","Feb","05--Feb",5,"MISSION","OVERHEAD",28.5,153,0.18627451
"4816",4816,2020,280,"287","Dec","03--Dec",3,"MISSION","OVERHEAD",0,223,0
"3894",3894,2020,240,"242","Dec","03--Dec",3,"MISSION","TSRA",296,1056,0.28030303
"670",670,2018,250,"253","Feb","05--Feb",5,"MISSION","CMO",15.5,905,0.017127072
"1364",1364,2018,280,"286","May","08--May",8,"MISSION","FTS",46,978,0.047034765
"2863",2863,2019,280,"281","Nov","02--Nov",2,"MISSION","TSRA",8,315,0.025396825
"4525",4525,2020,280,"280","Jan","04--Jan",4,"MISSION","OVERHEAD",0,167,0
"9",9,2018,200,"200","May","08--May",8,"MISSION","OVERHEAD",5,0,0
"2679",2679,2019,260,"263","Aug","11--Aug",11,"MISSION","FTS",107.5,582.5,0.184549356
"4828",4828,2020,280,"287","Jul","10--Jul",10,"MISSION","CMO",0,12,0
"1911",1911,2019,220,"220","Jun","09--Jun",9,"MISSION","OVERHEAD",21,120,0.175
"3251",3251,2019,290,"291","Jun","09--Jun",9,"MISSION","OVERHEAD",13,645,0.020155039
"3666",3666,2020,220,"220","Dec","03--Dec",3,"MISSION","OVERHEAD",12,291,0.041237113
"4874",4874,2020,290,"291","Feb","05--Feb",5,"MISSION","FTS",80,810,0.098765432
"2912",2912,2019,280,"282","May","08--May",8,"MISSION","OVERHEAD",16,354,0.04519774
"4318",4318,2020,260,"261","May","08--May",8,"REIMB","REIMB",3,0,0
"2879",2879,2019,280,"282","Aug","11--Aug",11,"MISSION","FTS",70,1185,0.05907173
"891",891,2018,260,"262","Feb","05--Feb",5,"MISSION","CMO",8,43,0.186046512
"2495",2495,2019,250,"255","Jan","04--Jan",4,"MISSION","CMO",0,24,0
"3712",3712,2020,220,"221","Oct","01--Oct",1,"REIMB","REIMB",9,24,0.375
"425",425,2018,240,"241","Oct","01--Oct",1,"MISSION","FTS",0,153,0
"1142",1142,2018,280,"282","Mar","06--Mar",6,"MISSION","FTS",119,1513,0.078651685
"430",430,2018,240,"241","Sep","12--Sep",12,"MISSION","FTS",0,173,0
"1668",1668,2018,290,"295","Jun","09--Jun",9,"MISSION","OVERHEAD",11,312,0.03525641
"1849",1849,2019,210,"211","Mar","06--Mar",6,"MISSION","OVERHEAD",8,159,0.050314465
"3879",3879,2020,240,"241","Sep","12--Sep",12,"MISSION","OVERHEAD",59.5,870,0.068390805
"3660",3660,2020,210,"213","May","08--May",8,"MISSION","OVERHEAD",0,612.5,0
"2581",2581,2019,260,"261","Jun","09--Jun",9,"MISSION","TSRA",0,36,0
"3012",3012,2019,280,"284","Jan","04--Jan",4,"MISSION","TSRA",7.5,301,0.024916944
"4051",4051,2020,250,"252","Aug","11--Aug",11,"MISSION","CMO",0,60,0
"3658",3658,2020,210,"213","Jun","09--Jun",9,"MISSION","OVERHEAD",0,688,0
"1476",1476,2018,290,"291","Mar","06--Mar",6,"MISSION","CMO",0,226,0
"3998",3998,2020,250,"251","Dec","03--Dec",3,"MISSION","CMO",38,122,0.31147541
"470",470,2018,240,"242","Sep","12--Sep",12,"MISSION","TSRA",0,1127,0
"4646",4646,2020,280,"283","Mar","06--Mar",6,"MISSION","FTS",17,963,0.017653167
"2051",2051,2019,220,"224","Nov","02--Nov",2,"MISSION","CMO",85,876,0.097031963
"2703",2703,2019,260,"263","Jul","10--Jul",10,"MISSION","TSRA",34,87,0.390804598
"3328",3328,2019,290,"292","Nov","02--Nov",2,"MISSION","UNIQ",0,12,0
"1989",1989,2019,220,"222","May","08--May",8,"REIMB","",48.5,330,0.146969697
"487",487,2018,240,"243","Feb","05--Feb",5,"MISSION","OVERHEAD",0,124,0
"3832",3832,2020,240,"241","Aug","11--Aug",11,"MISSION","TSRA",0,155,0
"3853",3853,2020,240,"241","Jul","10--Jul",10,"REIMB","REIMB",0,1,0
"547",547,2018,250,"251","Apr","07--Apr",7,"REIMB","REIMB",0,4,0
"1226",1226,2018,280,"284","Aug","11--Aug",11,"MISSION","TSRA",0,221.5,0
"4217",4217,2020,250,"254","Sep","12--Sep",12,"MISSION","TSRA",16,363,0.044077135
"1162",1162,2018,280,"282","Sep","12--Sep",12,"REIMB","REIMB",0,4,0
"1727",1727,2018,290,"296","Nov","02--Nov",2,"MISSION","TSRA",0,702,0
"2177",2177,2019,240,"243","Aug","11--Aug",11,"MISSION","TSRA",0,335,0
"4002",4002,2020,250,"251","Dec","03--Dec",3,"REIMB","REIMB",78,128,0.609375
"3136",3136,2019,280,"286","Mar","06--Mar",6,"MISSION","OVERHEAD",0,245,0
"1265",1265,2018,280,"284","Nov","02--Nov",2,"MISSION","FTS",2,811.5,0.002464572
"536",536,2018,250,"250","Mar","06--Mar",6,"MISSION","OVERHEAD",3,89,0.033707865
"4863",4863,2020,290,"290","Sep","12--Sep",12,"MISSION","OVERHEAD",0,157,0
"382",382,2018,240,"241","Aug","11--Aug",11,"REIMB","REIMB",0,162,0
"158",158,2018,210,"212","Mar","06--Mar",6,"REIMB","REIMB",16,85,0.188235294
"671",671,2018,250,"253","Feb","05--Feb",5,"MISSION","FTS",8,396.5,0.020176545
"2343",2343,2019,250,"252","Mar","06--Mar",6,"MISSION","OVERHEAD",3,103,0.029126214
"335",335,2018,220,"224","Mar","06--Mar",6,"MISSION","OVERHEAD",11.5,202,0.056930693
"453",453,2018,240,"242","Jun","09--Jun",9,"MISSION","TSRA",236,1382,0.170767004
"3640",3640,2020,210,"212","Feb","05--Feb",5,"REIMB","REIMB",7,40,0.175
"3370",3370,2019,290,"293","May","08--May",8,"MISSION","OVERHEAD",0,381.5,0
"1887",1887,2019,210,"212","May","08--May",8,"REIMB","",0,40,0
"3643",3643,2020,210,"212","Jul","10--Jul",10,"MISSION","OVERHEAD",8,1185.5,0.006748208
"2726",2726,2019,260,"263","Oct","01--Oct",1,"MISSION","CMO",30,79,0.379746835
"3340",3340,2019,290,"293","Apr","07--Apr",7,"MISSION","OVERHEAD",0,411.5,0
"4412",4412,2020,260,"263","Feb","05--Feb",5,"MISSION","OVERHEAD",35.2,260,0.135384615
"3994",3994,2020,250,"251","Aug","11--Aug",11,"MISSION","FTS",101,822.5,0.122796353
"1909",1909,2019,220,"220","Jan","04--Jan",4,"MISSION","OVERHEAD",27,120,0.225
"3950",3950,2020,240,"243","Jul","10--Jul",10,"MISSION","TSRA",0,227,0
"4280",4280,2020,260,"261","Aug","11--Aug",11,"MISSION","",5,0,0
"2758",2758,2019,260,"264","Feb","05--Feb",5,"MISSION","OVERHEAD",0,289,0
"4691",4691,2020,280,"284","Jun","09--Jun",9,"MISSION","CMO",0,87.5,0
"2184",2184,2019,240,"243","Dec","03--Dec",3,"REIMB","",8,0,0
"2890",2890,2019,280,"282","Feb","05--Feb",5,"MISSION","OVERHEAD",4,328,0.012195122
"1470",1470,2018,290,"291","Jul","10--Jul",10,"MISSION","TSRA",0,284,0
"3893",3893,2020,240,"242","Dec","03--Dec",3,"MISSION","OVERHEAD",10,144,0.069444444
"406",406,2018,240,"241","Jun","09--Jun",9,"MISSION","TSRA",0,3,0
"2090",2090,2019,240,"241","Jan","04--Jan",4,"MISSION","OVERHEAD",124,1115.5,0.111160914
"1540",1540,2018,290,"292","May","08--May",8,"REIMB","REIMB",0,221,0
"3818",3818,2020,240,"240","Jun","09--Jun",9,"MISSION","OVERHEAD",12.5,332,0.037650602
"4747",4747,2020,280,"285","Nov","02--Nov",2,"MISSION","OVERHEAD",0,245,0
"2378",2378,2019,250,"253","Dec","03--Dec",3,"MISSION","FTS",0,100,0
